couple1,couple2,couple2_age,couple2_loc,couple2_occ,couple2_outcome,couple2_place,couple2_arrived,show_season,relationship_status
Clare Crawley,Dale Moss,31,"Brandon, South Dakota",Former Pro Football Wide Receiver,Clare's Winner,1,Week 1,The_Bachelorette_(season_16),Dating
Clare Crawley,Zac Clark,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Ben Smith,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Ivan Hall,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Brendan Morais,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Bennett Jordan,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Riley Christian,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Blake Moynes,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Demar Jackson,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Ed Waisbrot,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,"Uzoma ""Eazy"" Nwachukwu",---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Chasen Nick,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Joe Park,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Jordan Chapman,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Kenny Braasch,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Jay Smith,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Jason Foster,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Zach Jackson,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Blake Monar,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Garin Flowers,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Tyler Smith,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Yosef Aborady,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Brandon Goss,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,AJ Yalawan,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Chris Conran,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Jeremy Higgins,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Jordan Manier,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Mike Tobin,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Robby Stahl,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Tyler Cottrill,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Clare Crawley,Page Pressley,---,---,---,---,---,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Montel Hill,---,---,---,Week 5,17-19,Week 5,The_Bachelorette_(season_16),Separated
Tayshia Adams,Peter Giannikopoulos,---,---,---,Week 5,17-19,Week 5,The_Bachelorette_(season_16),Separated
Tayshia Adams,Noah Erb,---,---,---,Week 9,5-6,Week 5,The_Bachelorette_(season_16),Separated
Tayshia Adams,Spencer Robertson,---,---,---,Week 8,9-11,Week 5,The_Bachelorette_(season_16),Separated
Tayshia Adams,Jay Smith,---,---,---,Week 5,17-19,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Jason Foster,---,---,---,Week 5,20 (quit),Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Zac Clark,---,---,---,Tayshia's Winner,1,Week 1,The_Bachelorette_(season_16),Engaged
Tayshia Adams,Ben Smith,---,---,---,Runner-up,2,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Ivan Hall,---,---,---,Week 11,3,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Brendan Morais,---,---,---,Week 11,4 (quit),Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Bennett Jordan,---,---,---,Week 9,5-6,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Riley Christian,---,---,---,Week 9,7,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Blake Moynes,---,---,---,Week 9,8,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Demar Jackson,---,---,---,Week 8,9-11,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Ed Waisbrot,---,---,---,Week 8,9-11,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,"Uzoma ""Eazy"" Nwachukwu",---,---,---,Week 7,12,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Chasen Nick,---,---,---,Week 6,13-16,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Joe Park,---,---,---,Week 6,13-16,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Jordan Chapman,---,---,---,Week 6,13-16,Week 1,The_Bachelorette_(season_16),Separated
Tayshia Adams,Kenny Braasch,---,---,---,Week 6,13-16,Week 1,The_Bachelorette_(season_16),Separated
Alex Michel,Amanda Marsh,23,"Chanute, Kansas",Event Planner,Winner,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Trista Rehn,29,"Miami, Florida",Miami Heat Dancer,Runner-up,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Shannon Oliver,24,"Dallas, Texas",Financial Management Consultant,Week 5,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Kim,24,"Tempe, Arizona",Nanny,Week 4,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Cathy Grimes,22,"Terre Haute, Indiana",Graduate Student,Week 3,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Christina Stencil,28,"Bonita, California",Attorney,Week 3,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,LaNease Adams,23,"Los Angeles, California",Actress,Week 3,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Rhonda Rittenhouse,28,"Woodward, Oklahoma",Commercial Real Estate Agent,Week 3,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Alexa,27,"Beverly Hills, California",Special Ed. Teacher,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Amy Anzel,28,"New York, New York",Production Coordinator,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Angela,25,"Avondale, Arizona",Hooters Waitress,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Angelique Madrid,27,"Burbank, California",Actress,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Katie,23,"Malden, Massachusetts",Power Tool Sales Rep.,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Melissa,25,"Tempe, Arizona",Photographer,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Tina Chen,27,"Plano, Texas",Graduate Student,Week 2,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Amber,29,"Los Angeles, California",Business Development Director,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Daniela,30,"Seattle, Washington",Neuropsychologist,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Denise,30,"Honolulu, Hawaii",Doctor,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Jackie,22,"Pittsburgh, Pennsylvania",Bar Manager,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Jill,31,"Chicago, Illinois",Retail Manager,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Kristina Jenkins,27,"Los Angeles, California",Advertising Executive,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Lisa Gold,29,"Dallas, Texas",Attorney,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Paula,24,"Swansea, Massachusetts",Insurance Representative,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Rachel,29,"Eastchester, New York",6th Grade Teacher,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Alex Michel,Wendi Plotnik,26,"Dallas, Texas",Technology Specialist,Week 1,---,---,The_Bachelor_(American_season_1),Separated
Aaron Buerge,Helene Eksterowicz,27,"Gloucester, New Jersey",School Psychologist,Winner,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Brooke Smith,22,"Albertville, Alabama",College Student,Runner-up,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Gwen Gioia,31,"Philadelphia, Pennsylvania",Executive Recruiter,Week 6,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Angela Vaught,27,"Kansas City, Missouri",Registered Nurse,Week 5,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Hayley Crittenden,28,"Lake Oswego, Oregon",Retail Manager,Week 4,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Heather Cranford,30,"Dallas, Texas",Flight Attendant,Week 4,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Christi Weible,23,"Boise, Idaho",Assistant Financial Advisor,Week 3,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Heather Campion,24,"Walnut Creek, California",Marriage Therapy Trainee,Week 3,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Kyla Dickerson,22,"Midvale, Utah",Airline Supervisor,Week 3,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Shannon Fries,26,"Long Island, New York",Graphic Artist,Week 3,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Dana Norris,24,"Beverly Hills, California",Radio Sales,Week 2,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Erin,25,"West Chester, Pennsylvania",Publications Quality Control,Week 2,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Suzanne Freeman,33,"Redondo Beach, California",Flight Attendant,Week 2,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Frances Dinglasan,30,"San Francisco, California",Strategic Planning Analyst,Week 2 (Quit),---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Anindita Dutta,27,"New York, New York",Attorney,Week 2 (Quit),---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Amber West,26,"Chapel Hill, North Carolina",Psychologist,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Camille Langfield,29,"Los Angeles, California",Actress,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Cari,29,"Granite City, Illinois",3rd Grade Teacher,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Christy,24,"Avondale, Arizona",Radiological Technologist,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Erin,24,"Houston, Texas",Interior Designer,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Fatima Rivas,22,"Long Beach, California",College Student,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Liangy Fernandez,30,"Coral Gables, Florida",Paralegal,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Lori Todd,26,"Dallas, Texas",Former NBA Cheerleader,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Merrilee Donohue,28,"Forked River, New Jersey",1st Grade Teacher,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Aaron Buerge,Suzi Reid,28,"Richmond, Virginia",Communications Specialist,Week 1,---,---,The_Bachelor_(American_season_2),Separated
Jesse Palmer,Jessica Bowlin,22,"Huntington Beach, California",Student,Winner,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Tara Huckeby,23,"Shawnee, Oklahoma",General contractor,Week 7,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Mandy Jaye Jeffreys,26,"Midland, Texas",Designer for an architect firm,Week 6,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Trish Schneider,28,"Atlanta, Georgia",Model,Week 5,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Suzie Williams,23,"Ann Arbor, Michigan",Prosthetic technician,Week 4,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Karen Lindsay,28,"Pleasant Grove, Utah",Pharmaceutical sales,Week 4,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Jessica Holcomb,25,"Pearsall, Texas",Attorney,Week 3,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Julie Durda,24,"Sacramento, California",Professional Cheerleader,Week 3,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Jenny De Schiralli,26,"Carrboro, North Carolina",Swim instructor/nanny/personal trainer,Week 3,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Katie Gehart,22,"Scottsdale, Arizona",LASIK Eye and Skin Center manager,Week 3,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Jean-Marie Callahan,26,"Gibson, North Carolina",Hair stylist,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Debbie Merkett,27,"Pinetops, North Carolina",Massage therapist/bartender,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Anne-Catherine Labbé,27,"Quebec City, Quebec",Model/make-up artist,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Amber LaRoux,27,"Sunriver, Oregon",Consultant,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Mandy Clemens,25,"San Diego, California",Professional soccer player,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Kristy Romero,25,"Dearborn, Michigan",Student,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Celeste Creel,24,"Ithaca, New York",Model/executive assistant,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Jenny Matthews,24,"Canton, Michigan",Retail manager,Week 2,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Dolores Farburg,26,"Madison, New Jersey",Account manager,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Francine Jones,25,"Houston, Texas",Retail manager,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,DeShaun Warner,25,"Phillipsburg, New Jersey",Account manager/sales,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Jessica Kyron,21,"Cincinnati, Ohio",Student,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Holly Reeder,26,"Tulsa, Oklahoma",Bank representative,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Rachel Clementi,26,"Buffalo, New York",Fashion public relations manager,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Jesse Palmer,Kristin Clearwater,25,"Sausalito, California",Singer,Week 1,---,---,The_Bachelor_(American_season_5),Separated
Lorenzo Borghese,Jennifer Wilson,24,"Pembroke Pines, Florida",Teacher,Winner,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Sadie Murray,23,"Carlsbad, California",Publicist,Week 7,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Lisa Blank,25,"Portland, Oregon",Marketing manager,Week 6,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Agnese Polliza,24,"Venice, Italy",Student,Week 5,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Jeanette Pawula,23,"Bloomingdale, Illinois",Teacher,Week 4,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Desiree Valentin,22,"Salt Lake City, Utah",Realtor,Week 4,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Jami Matzke,27,"Galveston, Texas",Event planner,Week 3,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Gina Clark,28,"Dallas, Texas",Ultrasound technician,Week 3,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Erica Rose,23,"Houston, Texas",Socialite,Week 3,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Sarah Schnare,30,"Nelson, British Columbia",Journalist,Week 2,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,"Kimberly ""Kim"" Jackson",27,"Newport Beach, California",Interior designer,Week 2,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Ellen DeMaio,30,"New Haven, Connecticut",Realtor,Week 2,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Tara Durr,24,"St. Augustine, Florida",Realtor,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Rosella Fratto,27,"Chicago, Illinois",Make-up artist,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Rita Ghazal,29,"Richmond, Virginia",Policy advisor,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Renee Snell,30,"Baltimore, Maryland",Broadcast marketer,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,"Meryl ""Meri"" Barr",27,"Biloxi, Mississippi",Attorney,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Laura Morgan,29,"San Diego, California",Dolphin trainer,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Jessica Horner,25,"Charlotte, North Carolina",Assistant buyer,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Heather Sneed,34,"Aliquippa, Pennsylvania",Registered nurse,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Elyse Hammer,27,"New York City, New York",Physician,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Cosetta Blanca,---,Italy,Dancer,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Claudia Gismondi,22,"Boca Raton, Florida",Restaurateur,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Carissa Ilburg,25,"Cattaraugus, New York",Attorney,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Britt (Bowe) Newton,28,"Columbus, Ohio",Beer chemist,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,Andrea Shirley,28,"Cincinnati, Ohio",Hotel concierge,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Lorenzo Borghese,April Jacobs,23,"Chicago, Illinois",Model,Week 1,---,---,The_Bachelor_(American_season_9),Separated
Andrew Baldwin,Tessa Horst,26,"San Francisco, California",Social Worker,Winner,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Bevin Nicole Powers,28,"Palo Alto, California",Assistant,Week 8,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Danielle Imwalle,25,"Bethel, Connecticut",Graphic Designer,Week 7,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Amber Alchalabi,23,"Sugar Land, Texas",Teacher,Week 6,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Stephanie Wilhite,23,"Overland Park, Kansas",Project Manager,Week 5,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Tina Wu,26,"Los Angeles, California",Medical student,Week 5,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,"Kathryn ""Kate"" Brockhouse",24,"Ravenel, South Carolina",Boutique owner,Week 4,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Nicole Clary,26,"Charleston, South Carolina",Sales Manager,Week 4,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Stephanie Tipper,27,"Folly Beach, South Carolina",Organ donor coordinator,Week 4,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Amanda Hackney,26,"Dallas, Texas",Financial analyst,Week 3,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Erin Parker,24,"Logansport, Louisiana",Financial analyst,Week 3,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Peyton Wright,24,"Kingsport, Tennessee",Sorority recruiter,Week 3,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Alexis Young,26,"Southlake, Texas",Attorney,Week 2,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Susan Anderson,23,"The Woodlands, Texas",Boutique manager,Week 2,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Tiffany Warren,28,"Boston, Massachusetts",Medical equipment sales rep,Week 2,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Blakeney Rowe,29,"Birmingham, Alabama",Radio sales,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Candice DeCost,23,"Hilton Head Island, South Carolina",Waitress,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Catherine Warren,23,"Lake Forest, Illinois",Former Miss Illinois,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Danielle Vallis,26,"Bronx, New York",Attorney,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,"Jacqueline ""Jackie"" Topelli",23,"Minneapolis, Minnesota",Executive coordinator,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Jeanette Alvarez,27,"Tampa, Florida",Health care manager,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Jessica Devallo,32,"New York, New York",Hedge fund analyst,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Linda Malek,33,"Cuyahoga Falls, Ohio",Attorney,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Lindsay Smith,22,"Lawrence, Kansas",Student,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Andrew Baldwin,Tiffany Forester,27,"St. Louis Park, Minnesota",Real estate sales/development,Week 1,---,---,The_Bachelor_(American_season_10),Separated
Brad Womack,DeAnna Pappas,25,"Newnan, Georgia",Realtor,Co-runners-up,2,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Jenni Croft,27,"Wichita, Kansas",Phoenix Suns Cheerleader,Co-runners-up,2,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Bettina Bell,27,"Washington, D.C.",Realtor,Week 7,3,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Sheena Stewart,23,"Walnut Creek, California",Internet marketing executive,Week 6,4,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Hillary Reisinger,27,"Philadelphia, Pennsylvania",Registered nurse,Week 5,5–6,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Kristy Katzmann,29,"Gurnee, Illinois",Acupuncturist,Week 5,5–6,---,The_Bachelor_(American_season_11),Separated
Brad Womack,McCarten Delaney,26,"Lemon Grove, California",Account manager,Week 4,7–8,---,The_Bachelor_(American_season_11),Separated
Brad Womack,"Estefania ""Stephy"" Leon",26,"Atlanta, Georgia",Executive assistant,Week 4,7–8,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Jade Beazley,24,"Nashville, Tennessee",Boutique sales worker,Week 4,9,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Lindsey Hawkins,25,"Livonia, Michigan",Model,Week 3,10–12,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Sarah Newlon,23,"O'Fallon, Illinois",Bar manager,Week 3,10–12,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Solisa Shoop,25,"Georgetown, Texas",Esthetician,Week 3,10–12,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Erin Gardner,25,"Tampa, Florida",Publishing sales executive,Week 2,13–15,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Mallory Simons,24,"Honolulu, Hawaii",Nanny,Week 2,13–15,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Michele Leavy,30,"South Brunswick, New Jersey",Realtor,Week 2,13–15,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Jessica Kiss,27,"Lady Lake, Florida",News anchor,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,"Julia ""Juli"" Gilliam",24,"Chicago, Illinois",Law student,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,"Kimberly ""Kim"" Orville",31,"Woodbridge, Connecticut",Realtor,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Lori Langley,33,"Annapolis, Maryland",Biology teacher,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Melissa Buschel,28,"Westchester, New York",Event planner,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Morgan Becker,24,"Tempe, Arizona",Graduate student,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Natalie Velasco,25,"Duncanville, Texas",Law student,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Regina Doringa,31,"San Diego, California",Account representative,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Tauni Nessler ,31,"St. Louis Park, Minnesota",Emergency room nurse,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Brad Womack,Susan Coolidge,35,"St. Charles, Illinois",Project analyst,Week 1,16–25,---,The_Bachelor_(American_season_11),Separated
Matt Grant,Shayne Lamas,22,"Malibu, California",Actress,Winner,1,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Chelsea Wanstrath,25,"Durango, Colorado",Pharmaceutical sales rep.,Runner-up,2,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Amanda Rantuccio,27,"Niceville, Florida",Account Executive,Week 7,3,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Noelle Drake,26,"Loveland, Colorado",Photographer,Week 6,4,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Marshana Ritchie,27,"Brooklyn, New York",Fashion designer,Week 5,5–6,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Robin Canfield,22,"Holland, Michigan",Advertising coordinator,Week 5,5–6,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Ashlee Williss,22,"Jacksonville Beach, Florida",Singer-songwriter,Week 4,7–8,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Kelly Hark,25,"Hollywood, California",Medical sales representative,Week 4,7–8,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Holly Durst,24,"Suffield, Ohio",Children's book author,Week 4,9,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Amy Bean,22,"Stockton, California",Nanny,Week 3,10–12,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Erin Storm,33,"San Marcos, California",Vendor,Week 3,10–12,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Kristine Heffelfinger,33,"Dillsburg, Pennsylvania",Personal trainer,Week 3,10–12,---,The_Bachelor_(American_season_12),Separated
Matt Grant,"Caroline ""Carri"" Perrier",25,"Oklahoma City, Oklahoma",Church marketing rep.,Week 2,13–15,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Erin Harper,25,"Seattle, Washington",Event planner,Week 2,13–15,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Michelle Procopio,28,"Syracuse, New York",Administrative assistant,Week 2,13–15,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Alyssa Gill,24,"Boise, Idaho",Biology student,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
Matt Grant,Amanda Petterman,26,"Cape Girardeau, Missouri",Law student,Week 1,16–25,---,The_Bachelor_(American_season_12),Separated
